"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HOUSECOST","REAL","IDX2015","Q","1970-Q1",26.0358319927977,
"AUS","HOUSECOST","REAL","IDX2015","Q","1970-Q2",26.4070570251818,
"AUS","HOUSECOST","REAL","IDX2015","Q","1970-Q3",26.9309802822917,
"AUS","HOUSECOST","REAL","IDX2015","Q","1970-Q4",26.9796807323756,
"AUS","HOUSECOST","REAL","IDX2015","Q","1971-Q1",27.1766697732971,
"AUS","HOUSECOST","REAL","IDX2015","Q","1971-Q2",27.4720761583642,
"AUS","HOUSECOST","REAL","IDX2015","Q","1971-Q3",27.9587836220469,
"AUS","HOUSECOST","REAL","IDX2015","Q","1971-Q4",28.2480797174228,
"AUS","HOUSECOST","REAL","IDX2015","Q","1972-Q1",28.4618469649076,
"AUS","HOUSECOST","REAL","IDX2015","Q","1972-Q2",28.7660639340575,
"AUS","HOUSECOST","REAL","IDX2015","Q","1972-Q3",29.1327676996637,
"AUS","HOUSECOST","REAL","IDX2015","Q","1972-Q4",30.1023819678128,
"AUS","HOUSECOST","REAL","IDX2015","Q","1973-Q1",30.5428155275136,
"AUS","HOUSECOST","REAL","IDX2015","Q","1973-Q2",31.5063108677089,
"AUS","HOUSECOST","REAL","IDX2015","Q","1973-Q3",33.065365163767,
"AUS","HOUSECOST","REAL","IDX2015","Q","1973-Q4",33.9518698248753,
"AUS","HOUSECOST","REAL","IDX2015","Q","1974-Q1",35.3469066023444,
"AUS","HOUSECOST","REAL","IDX2015","Q","1974-Q2",35.0214299125666,
"AUS","HOUSECOST","REAL","IDX2015","Q","1974-Q3",33.8043951552571,
"AUS","HOUSECOST","REAL","IDX2015","Q","1974-Q4",32.8531779988975,
"AUS","HOUSECOST","REAL","IDX2015","Q","1975-Q1",32.5592415615641,
"AUS","HOUSECOST","REAL","IDX2015","Q","1975-Q2",32.6367089647237,
"AUS","HOUSECOST","REAL","IDX2015","Q","1975-Q3",32.651469358288,
"AUS","HOUSECOST","REAL","IDX2015","Q","1975-Q4",31.8487431229294,
"AUS","HOUSECOST","REAL","IDX2015","Q","1976-Q1",31.9911335992587,
"AUS","HOUSECOST","REAL","IDX2015","Q","1976-Q2",31.845811910487,
"AUS","HOUSECOST","REAL","IDX2015","Q","1976-Q3",31.4636971438974,
"AUS","HOUSECOST","REAL","IDX2015","Q","1976-Q4",31.4914828517951,
"AUS","HOUSECOST","REAL","IDX2015","Q","1977-Q1",31.3804088333519,
"AUS","HOUSECOST","REAL","IDX2015","Q","1977-Q2",31.1773081691984,
"AUS","HOUSECOST","REAL","IDX2015","Q","1977-Q3",30.9435704172462,
"AUS","HOUSECOST","REAL","IDX2015","Q","1977-Q4",30.8615215253329,
"AUS","HOUSECOST","REAL","IDX2015","Q","1978-Q1",31.0984302085475,
"AUS","HOUSECOST","REAL","IDX2015","Q","1978-Q2",30.0585067408713,
"AUS","HOUSECOST","REAL","IDX2015","Q","1978-Q3",29.9584904822219,
"AUS","HOUSECOST","REAL","IDX2015","Q","1978-Q4",29.475845588143,
"AUS","HOUSECOST","REAL","IDX2015","Q","1979-Q1",30.2590783921959,
"AUS","HOUSECOST","REAL","IDX2015","Q","1979-Q2",31.192916832294,
"AUS","HOUSECOST","REAL","IDX2015","Q","1979-Q3",31.5001419993321,
"AUS","HOUSECOST","REAL","IDX2015","Q","1979-Q4",31.5489326560348,
"AUS","HOUSECOST","REAL","IDX2015","Q","1980-Q1",30.9657481973704,
"AUS","HOUSECOST","REAL","IDX2015","Q","1980-Q2",31.4927767822382,
"AUS","HOUSECOST","REAL","IDX2015","Q","1980-Q3",32.2787118521848,
"AUS","HOUSECOST","REAL","IDX2015","Q","1980-Q4",32.8205345117532,
"AUS","HOUSECOST","REAL","IDX2015","Q","1981-Q1",33.7860425185906,
"AUS","HOUSECOST","REAL","IDX2015","Q","1981-Q2",33.7788614629382,
"AUS","HOUSECOST","REAL","IDX2015","Q","1981-Q3",33.0269484524144,
"AUS","HOUSECOST","REAL","IDX2015","Q","1981-Q4",33.8492089005053,
"AUS","HOUSECOST","REAL","IDX2015","Q","1982-Q1",32.4166828121368,
"AUS","HOUSECOST","REAL","IDX2015","Q","1982-Q2",32.2363269038125,
"AUS","HOUSECOST","REAL","IDX2015","Q","1982-Q3",31.2015780170818,
"AUS","HOUSECOST","REAL","IDX2015","Q","1982-Q4",30.3796704562391,
"AUS","HOUSECOST","REAL","IDX2015","Q","1983-Q1",30.2088708936016,
"AUS","HOUSECOST","REAL","IDX2015","Q","1983-Q2",30.4405995024377,
"AUS","HOUSECOST","REAL","IDX2015","Q","1983-Q3",30.3641839488685,
"AUS","HOUSECOST","REAL","IDX2015","Q","1983-Q4",31.0701325568869,
"AUS","HOUSECOST","REAL","IDX2015","Q","1984-Q1",31.3049527488258,
"AUS","HOUSECOST","REAL","IDX2015","Q","1984-Q2",31.5108318489529,
"AUS","HOUSECOST","REAL","IDX2015","Q","1984-Q3",32.849431212407,
"AUS","HOUSECOST","REAL","IDX2015","Q","1984-Q4",32.3164591003984,
"AUS","HOUSECOST","REAL","IDX2015","Q","1985-Q1",33.2240801244322,
"AUS","HOUSECOST","REAL","IDX2015","Q","1985-Q2",32.6845247982449,
"AUS","HOUSECOST","REAL","IDX2015","Q","1985-Q3",33.2544506205027,
"AUS","HOUSECOST","REAL","IDX2015","Q","1985-Q4",33.0972389478496,
"AUS","HOUSECOST","REAL","IDX2015","Q","1986-Q1",32.8678912988229,
"AUS","HOUSECOST","REAL","IDX2015","Q","1986-Q2",33.3272198404457,
"AUS","HOUSECOST","REAL","IDX2015","Q","1986-Q3",32.6195552310981,
"AUS","HOUSECOST","REAL","IDX2015","Q","1986-Q4",32.0165102692297,
"AUS","HOUSECOST","REAL","IDX2015","Q","1987-Q1",31.846503915174,
"AUS","HOUSECOST","REAL","IDX2015","Q","1987-Q2",31.8848561781922,
"AUS","HOUSECOST","REAL","IDX2015","Q","1987-Q3",31.9332207501274,
"AUS","HOUSECOST","REAL","IDX2015","Q","1987-Q4",32.7073818847644,
"AUS","HOUSECOST","REAL","IDX2015","Q","1988-Q1",33.4870248782675,
"AUS","HOUSECOST","REAL","IDX2015","Q","1988-Q2",34.8975574849309,
"AUS","HOUSECOST","REAL","IDX2015","Q","1988-Q3",37.839801341768,
"AUS","HOUSECOST","REAL","IDX2015","Q","1988-Q4",40.7241857515101,
"AUS","HOUSECOST","REAL","IDX2015","Q","1989-Q1",43.441783159754,
"AUS","HOUSECOST","REAL","IDX2015","Q","1989-Q2",43.546624641721,
"AUS","HOUSECOST","REAL","IDX2015","Q","1989-Q3",43.0012067512833,
"AUS","HOUSECOST","REAL","IDX2015","Q","1989-Q4",42.2311629402981,
"AUS","HOUSECOST","REAL","IDX2015","Q","1990-Q1",41.7801621983521,
"AUS","HOUSECOST","REAL","IDX2015","Q","1990-Q2",41.5713859242926,
"AUS","HOUSECOST","REAL","IDX2015","Q","1990-Q3",40.8491861680967,
"AUS","HOUSECOST","REAL","IDX2015","Q","1990-Q4",40.0414997062099,
"AUS","HOUSECOST","REAL","IDX2015","Q","1991-Q1",39.9605496458876,
"AUS","HOUSECOST","REAL","IDX2015","Q","1991-Q2",40.3178201181539,
"AUS","HOUSECOST","REAL","IDX2015","Q","1991-Q3",41.2946600413632,
"AUS","HOUSECOST","REAL","IDX2015","Q","1991-Q4",40.8488921162959,
"AUS","HOUSECOST","REAL","IDX2015","Q","1992-Q1",40.4694650585353,
"AUS","HOUSECOST","REAL","IDX2015","Q","1992-Q2",40.5356304377296,
"AUS","HOUSECOST","REAL","IDX2015","Q","1992-Q3",40.3758024609975,
"AUS","HOUSECOST","REAL","IDX2015","Q","1992-Q4",40.4635060199161,
"AUS","HOUSECOST","REAL","IDX2015","Q","1993-Q1",40.7357961019551,
"AUS","HOUSECOST","REAL","IDX2015","Q","1993-Q2",40.6403648738697,
"AUS","HOUSECOST","REAL","IDX2015","Q","1993-Q3",40.5373541263253,
"AUS","HOUSECOST","REAL","IDX2015","Q","1993-Q4",40.7327837012142,
"AUS","HOUSECOST","REAL","IDX2015","Q","1994-Q1",41.177696233443,
"AUS","HOUSECOST","REAL","IDX2015","Q","1994-Q2",41.389184317513,
"AUS","HOUSECOST","REAL","IDX2015","Q","1994-Q3",41.7929536606771,
"AUS","HOUSECOST","REAL","IDX2015","Q","1994-Q4",41.4629333499289,
"AUS","HOUSECOST","REAL","IDX2015","Q","1995-Q1",41.6376522179487,
"AUS","HOUSECOST","REAL","IDX2015","Q","1995-Q2",40.7774851936425,
"AUS","HOUSECOST","REAL","IDX2015","Q","1995-Q3",40.5222447674524,
"AUS","HOUSECOST","REAL","IDX2015","Q","1995-Q4",40.376435314564,
"AUS","HOUSECOST","REAL","IDX2015","Q","1996-Q1",40.1482982417224,
"AUS","HOUSECOST","REAL","IDX2015","Q","1996-Q2",40.3554673997486,
"AUS","HOUSECOST","REAL","IDX2015","Q","1996-Q3",40.5570694170989,
"AUS","HOUSECOST","REAL","IDX2015","Q","1996-Q4",40.4704674457237,
"AUS","HOUSECOST","REAL","IDX2015","Q","1997-Q1",40.5945176654697,
"AUS","HOUSECOST","REAL","IDX2015","Q","1997-Q2",41.0214625471593,
"AUS","HOUSECOST","REAL","IDX2015","Q","1997-Q3",41.6949486525719,
"AUS","HOUSECOST","REAL","IDX2015","Q","1997-Q4",42.3013171458275,
"AUS","HOUSECOST","REAL","IDX2015","Q","1998-Q1",43.0907354869811,
"AUS","HOUSECOST","REAL","IDX2015","Q","1998-Q2",43.7344104121904,
"AUS","HOUSECOST","REAL","IDX2015","Q","1998-Q3",43.9537773445011,
"AUS","HOUSECOST","REAL","IDX2015","Q","1998-Q4",44.5828342373753,
"AUS","HOUSECOST","REAL","IDX2015","Q","1999-Q1",45.3605802875104,
"AUS","HOUSECOST","REAL","IDX2015","Q","1999-Q2",46.0053961362479,
"AUS","HOUSECOST","REAL","IDX2015","Q","1999-Q3",46.8297496534737,
"AUS","HOUSECOST","REAL","IDX2015","Q","1999-Q4",47.8915194925837,
"AUS","HOUSECOST","REAL","IDX2015","Q","2000-Q1",48.6110041901431,
"AUS","HOUSECOST","REAL","IDX2015","Q","2000-Q2",49.1639488558372,
"AUS","HOUSECOST","REAL","IDX2015","Q","2000-Q3",48.0970053431399,
"AUS","HOUSECOST","REAL","IDX2015","Q","2000-Q4",48.9339186218335,
"AUS","HOUSECOST","REAL","IDX2015","Q","2001-Q1",49.8393367788325,
"AUS","HOUSECOST","REAL","IDX2015","Q","2001-Q2",51.0693709210702,
"AUS","HOUSECOST","REAL","IDX2015","Q","2001-Q3",53.7211949698056,
"AUS","HOUSECOST","REAL","IDX2015","Q","2001-Q4",54.9109948817952,
"AUS","HOUSECOST","REAL","IDX2015","Q","2002-Q1",57.0374275388296,
"AUS","HOUSECOST","REAL","IDX2015","Q","2002-Q2",59.7975281730357,
"AUS","HOUSECOST","REAL","IDX2015","Q","2002-Q3",61.771836550946,
"AUS","HOUSECOST","REAL","IDX2015","Q","2002-Q4",63.2039155504563,
"AUS","HOUSECOST","REAL","IDX2015","Q","2003-Q1",64.9297110598964,
"AUS","HOUSECOST","REAL","IDX2015","Q","2003-Q2",68.1971915687651,
"AUS","HOUSECOST","REAL","IDX2015","Q","2003-Q3",71.9580457901764,
"AUS","HOUSECOST","REAL","IDX2015","Q","2003-Q4",73.9264101833953,
"AUS","HOUSECOST","REAL","IDX2015","Q","2004-Q1",74.0050620843083,
"AUS","HOUSECOST","REAL","IDX2015","Q","2004-Q2",72.7196802377691,
"AUS","HOUSECOST","REAL","IDX2015","Q","2004-Q3",72.4726113598396,
"AUS","HOUSECOST","REAL","IDX2015","Q","2004-Q4",72.9045909992759,
"AUS","HOUSECOST","REAL","IDX2015","Q","2005-Q1",73.2097497821522,
"AUS","HOUSECOST","REAL","IDX2015","Q","2005-Q2",72.9548774572695,
"AUS","HOUSECOST","REAL","IDX2015","Q","2005-Q3",72.2553803200372,
"AUS","HOUSECOST","REAL","IDX2015","Q","2005-Q4",72.7380574836542,
"AUS","HOUSECOST","REAL","IDX2015","Q","2006-Q1",73.4326988027201,
"AUS","HOUSECOST","REAL","IDX2015","Q","2006-Q2",74.8377933112036,
"AUS","HOUSECOST","REAL","IDX2015","Q","2006-Q3",75.7647911477543,
"AUS","HOUSECOST","REAL","IDX2015","Q","2006-Q4",76.3703228419926,
"AUS","HOUSECOST","REAL","IDX2015","Q","2007-Q1",77.1161458569897,
"AUS","HOUSECOST","REAL","IDX2015","Q","2007-Q2",79.1398888459295,
"AUS","HOUSECOST","REAL","IDX2015","Q","2007-Q3",81.8776270330417,
"AUS","HOUSECOST","REAL","IDX2015","Q","2007-Q4",83.8353154111672,
"AUS","HOUSECOST","REAL","IDX2015","Q","2008-Q1",84.040067660002,
"AUS","HOUSECOST","REAL","IDX2015","Q","2008-Q2",82.2292201076781,
"AUS","HOUSECOST","REAL","IDX2015","Q","2008-Q3",80.1447865168334,
"AUS","HOUSECOST","REAL","IDX2015","Q","2008-Q4",78.0835156382548,
"AUS","HOUSECOST","REAL","IDX2015","Q","2009-Q1",77.830625123877,
"AUS","HOUSECOST","REAL","IDX2015","Q","2009-Q2",80.3291749737847,
"AUS","HOUSECOST","REAL","IDX2015","Q","2009-Q3",83.6846037351061,
"AUS","HOUSECOST","REAL","IDX2015","Q","2009-Q4",87.1513875110391,
"AUS","HOUSECOST","REAL","IDX2015","Q","2010-Q1",89.6398801900585,
"AUS","HOUSECOST","REAL","IDX2015","Q","2010-Q2",90.4649497236334,
"AUS","HOUSECOST","REAL","IDX2015","Q","2010-Q3",89.8564517088892,
"AUS","HOUSECOST","REAL","IDX2015","Q","2010-Q4",89.5859911021808,
"AUS","HOUSECOST","REAL","IDX2015","Q","2011-Q1",88.1757991985331,
"AUS","HOUSECOST","REAL","IDX2015","Q","2011-Q2",86.5796837635449,
"AUS","HOUSECOST","REAL","IDX2015","Q","2011-Q3",85.216192971547,
"AUS","HOUSECOST","REAL","IDX2015","Q","2011-Q4",83.6133123672108,
"AUS","HOUSECOST","REAL","IDX2015","Q","2012-Q1",84.1960967964577,
"AUS","HOUSECOST","REAL","IDX2015","Q","2012-Q2",83.338769237877,
"AUS","HOUSECOST","REAL","IDX2015","Q","2012-Q3",83.0457350931042,
"AUS","HOUSECOST","REAL","IDX2015","Q","2012-Q4",83.8252158248658,
"AUS","HOUSECOST","REAL","IDX2015","Q","2013-Q1",84.4839650439889,
"AUS","HOUSECOST","REAL","IDX2015","Q","2013-Q2",85.8051975071352,
"AUS","HOUSECOST","REAL","IDX2015","Q","2013-Q3",87.7570850235141,
"AUS","HOUSECOST","REAL","IDX2015","Q","2013-Q4",90.0649556426213,
"AUS","HOUSECOST","REAL","IDX2015","Q","2014-Q1",91.4145020572095,
"AUS","HOUSECOST","REAL","IDX2015","Q","2014-Q2",92.3063743067358,
"AUS","HOUSECOST","REAL","IDX2015","Q","2014-Q3",93.844545436768,
"AUS","HOUSECOST","REAL","IDX2015","Q","2014-Q4",94.804679001261,
"AUS","HOUSECOST","REAL","IDX2015","Q","2015-Q1",96.5436762479864,
"AUS","HOUSECOST","REAL","IDX2015","Q","2015-Q2",99.9585253726861,
"AUS","HOUSECOST","REAL","IDX2015","Q","2015-Q3",102.185590849629,
"AUS","HOUSECOST","REAL","IDX2015","Q","2015-Q4",101.312207529699,
"AUS","HOUSECOST","REAL","IDX2015","Q","2016-Q1",101.944303580669,
"AUS","HOUSECOST","REAL","IDX2015","Q","2016-Q2",103.165810388869,
"AUS","HOUSECOST","REAL","IDX2015","Q","2016-Q3",104.808461738551,
"AUS","HOUSECOST","REAL","IDX2015","Q","2016-Q4",108.173823818173,
"AUS","HOUSECOST","REAL","IDX2015","Q","2017-Q1",110.877525085614,
"AUS","HOUSECOST","REAL","IDX2015","Q","2017-Q2",112.293465106929,
"AUS","HOUSECOST","REAL","IDX2015","Q","2017-Q3",112.251360003122,
"AUS","HOUSECOST","REAL","IDX2015","Q","2017-Q4",111.852419474324,
"AUS","HOUSECOST","REAL","IDX2015","Q","2018-Q1",111.252685250174,
"AUS","HOUSECOST","REAL","IDX2015","Q","2018-Q2",110.134995274231,
"AUS","HOUSECOST","REAL","IDX2015","Q","2018-Q3",108.146674327613,
"AUS","HOUSECOST","REAL","IDX2015","Q","2018-Q4",104.118112743979,
"AUS","HOUSECOST","REAL","IDX2015","Q","2019-Q1",101.433101149894,
"AUS","HOUSECOST","REAL","IDX2015","Q","2019-Q2",100.260307788836,
"AUS","HOUSECOST","REAL","IDX2015","Q","2019-Q3",102.284924890524,
"AUS","HOUSECOST","REAL","IDX2015","Q","2019-Q4",104.755618786879,
"AUS","HOUSECOST","REAL","IDX2015","Q","2020-Q1",106.763879296567,
"AUS","HOUSECOST","REAL","IDX2015","Q","2020-Q2",105.733743263031,
"AUS","HOUSECOST","REAL","IDX2015","Q","2020-Q3",106.282080601261,
"AUS","HOUSECOST","REAL","IDX2015","Q","2020-Q4",108.091852239076,
"CAN","HOUSECOST","REAL","IDX2015","Q","1970-Q1",30.8364872666945,
"CAN","HOUSECOST","REAL","IDX2015","Q","1970-Q2",30.9691533920075,
"CAN","HOUSECOST","REAL","IDX2015","Q","1970-Q3",31.4196069318511,
"CAN","HOUSECOST","REAL","IDX2015","Q","1970-Q4",31.6671259227168,
"CAN","HOUSECOST","REAL","IDX2015","Q","1971-Q1",31.4537220367726,
"CAN","HOUSECOST","REAL","IDX2015","Q","1971-Q2",31.8151898473629,
"CAN","HOUSECOST","REAL","IDX2015","Q","1971-Q3",31.708590441028,
"CAN","HOUSECOST","REAL","IDX2015","Q","1971-Q4",32.445354904995,
"CAN","HOUSECOST","REAL","IDX2015","Q","1972-Q1",32.5946350327032,
"CAN","HOUSECOST","REAL","IDX2015","Q","1972-Q2",32.6345132054676,
"CAN","HOUSECOST","REAL","IDX2015","Q","1972-Q3",32.8562842531295,
"CAN","HOUSECOST","REAL","IDX2015","Q","1972-Q4",33.550578046276,
"CAN","HOUSECOST","REAL","IDX2015","Q","1973-Q1",34.4314848553903,
"CAN","HOUSECOST","REAL","IDX2015","Q","1973-Q2",35.8334864978547,
"CAN","HOUSECOST","REAL","IDX2015","Q","1973-Q3",37.9962507260653,
"CAN","HOUSECOST","REAL","IDX2015","Q","1973-Q4",40.3501767240952,
"CAN","HOUSECOST","REAL","IDX2015","Q","1974-Q1",43.0781383526461,
"CAN","HOUSECOST","REAL","IDX2015","Q","1974-Q2",44.0356692538863,
"CAN","HOUSECOST","REAL","IDX2015","Q","1974-Q3",42.8328297160472,
"CAN","HOUSECOST","REAL","IDX2015","Q","1974-Q4",41.0429591619251,
"CAN","HOUSECOST","REAL","IDX2015","Q","1975-Q1",41.7153495925778,
"CAN","HOUSECOST","REAL","IDX2015","Q","1975-Q2",42.6265104572703,
"CAN","HOUSECOST","REAL","IDX2015","Q","1975-Q3",43.3646596568279,
"CAN","HOUSECOST","REAL","IDX2015","Q","1975-Q4",43.6166372092524,
"CAN","HOUSECOST","REAL","IDX2015","Q","1976-Q1",44.2233324590617,
"CAN","HOUSECOST","REAL","IDX2015","Q","1976-Q2",44.3458336651866,
"CAN","HOUSECOST","REAL","IDX2015","Q","1976-Q3",44.3244490172867,
"CAN","HOUSECOST","REAL","IDX2015","Q","1976-Q4",44.648711182549,
"CAN","HOUSECOST","REAL","IDX2015","Q","1977-Q1",43.6518270093634,
"CAN","HOUSECOST","REAL","IDX2015","Q","1977-Q2",43.1841681297307,
"CAN","HOUSECOST","REAL","IDX2015","Q","1977-Q3",42.6633251308402,
"CAN","HOUSECOST","REAL","IDX2015","Q","1977-Q4",42.3548350849904,
"CAN","HOUSECOST","REAL","IDX2015","Q","1978-Q1",41.2848817815593,
"CAN","HOUSECOST","REAL","IDX2015","Q","1978-Q2",41.997257388219,
"CAN","HOUSECOST","REAL","IDX2015","Q","1978-Q3",41.5298429178931,
"CAN","HOUSECOST","REAL","IDX2015","Q","1978-Q4",41.6017670155658,
"CAN","HOUSECOST","REAL","IDX2015","Q","1979-Q1",42.2728257855125,
"CAN","HOUSECOST","REAL","IDX2015","Q","1979-Q2",42.3949649046719,
"CAN","HOUSECOST","REAL","IDX2015","Q","1979-Q3",41.8282118960215,
"CAN","HOUSECOST","REAL","IDX2015","Q","1979-Q4",41.8213411323247,
"CAN","HOUSECOST","REAL","IDX2015","Q","1980-Q1",41.5854341081053,
"CAN","HOUSECOST","REAL","IDX2015","Q","1980-Q2",42.4436771045258,
"CAN","HOUSECOST","REAL","IDX2015","Q","1980-Q3",43.6624090135557,
"CAN","HOUSECOST","REAL","IDX2015","Q","1980-Q4",44.352703622377,
"CAN","HOUSECOST","REAL","IDX2015","Q","1981-Q1",44.7367389187504,
"CAN","HOUSECOST","REAL","IDX2015","Q","1981-Q2",44.1344546055506,
"CAN","HOUSECOST","REAL","IDX2015","Q","1981-Q3",44.3745784457918,
"CAN","HOUSECOST","REAL","IDX2015","Q","1981-Q4",43.7458093226425,
"CAN","HOUSECOST","REAL","IDX2015","Q","1982-Q1",40.7799996807877,
"CAN","HOUSECOST","REAL","IDX2015","Q","1982-Q2",38.0220813901873,
"CAN","HOUSECOST","REAL","IDX2015","Q","1982-Q3",36.7825122041633,
"CAN","HOUSECOST","REAL","IDX2015","Q","1982-Q4",36.5853222094609,
"CAN","HOUSECOST","REAL","IDX2015","Q","1983-Q1",38.2860700890627,
"CAN","HOUSECOST","REAL","IDX2015","Q","1983-Q2",37.9343494313453,
"CAN","HOUSECOST","REAL","IDX2015","Q","1983-Q3",37.3138706356047,
"CAN","HOUSECOST","REAL","IDX2015","Q","1983-Q4",36.5970122133716,
"CAN","HOUSECOST","REAL","IDX2015","Q","1984-Q1",35.6935598224977,
"CAN","HOUSECOST","REAL","IDX2015","Q","1984-Q2",35.8673832789106,
"CAN","HOUSECOST","REAL","IDX2015","Q","1984-Q3",35.6481438966059,
"CAN","HOUSECOST","REAL","IDX2015","Q","1984-Q4",35.3801181171095,
"CAN","HOUSECOST","REAL","IDX2015","Q","1985-Q1",35.1343356431258,
"CAN","HOUSECOST","REAL","IDX2015","Q","1985-Q2",35.7537428144192,
"CAN","HOUSECOST","REAL","IDX2015","Q","1985-Q3",36.4896421024373,
"CAN","HOUSECOST","REAL","IDX2015","Q","1985-Q4",37.2086796384411,
"CAN","HOUSECOST","REAL","IDX2015","Q","1986-Q1",37.6635288848914,
"CAN","HOUSECOST","REAL","IDX2015","Q","1986-Q2",39.8669154950539,
"CAN","HOUSECOST","REAL","IDX2015","Q","1986-Q3",41.0186965312798,
"CAN","HOUSECOST","REAL","IDX2015","Q","1986-Q4",42.4961645105725,
"CAN","HOUSECOST","REAL","IDX2015","Q","1987-Q1",44.3636325438867,
"CAN","HOUSECOST","REAL","IDX2015","Q","1987-Q2",44.3098566847352,
"CAN","HOUSECOST","REAL","IDX2015","Q","1987-Q3",45.0534500526742,
"CAN","HOUSECOST","REAL","IDX2015","Q","1987-Q4",45.9717673769344,
"CAN","HOUSECOST","REAL","IDX2015","Q","1988-Q1",48.4620661120391,
"CAN","HOUSECOST","REAL","IDX2015","Q","1988-Q2",50.1912073873524,
"CAN","HOUSECOST","REAL","IDX2015","Q","1988-Q3",51.240058393071,
"CAN","HOUSECOST","REAL","IDX2015","Q","1988-Q4",53.4017904639756,
"CAN","HOUSECOST","REAL","IDX2015","Q","1989-Q1",56.9126585772781,
"CAN","HOUSECOST","REAL","IDX2015","Q","1989-Q2",52.6503230654467,
"CAN","HOUSECOST","REAL","IDX2015","Q","1989-Q3",54.5468440931061,
"CAN","HOUSECOST","REAL","IDX2015","Q","1989-Q4",56.1089100073745,
"CAN","HOUSECOST","REAL","IDX2015","Q","1990-Q1",53.5212752500185,
"CAN","HOUSECOST","REAL","IDX2015","Q","1990-Q2",50.6708454649131,
"CAN","HOUSECOST","REAL","IDX2015","Q","1990-Q3",51.5392738689773,
"CAN","HOUSECOST","REAL","IDX2015","Q","1990-Q4",50.0972942010787,
"CAN","HOUSECOST","REAL","IDX2015","Q","1991-Q1",50.7069324770678,
"CAN","HOUSECOST","REAL","IDX2015","Q","1991-Q2",53.1177141025975,
"CAN","HOUSECOST","REAL","IDX2015","Q","1991-Q3",50.6984633211524,
"CAN","HOUSECOST","REAL","IDX2015","Q","1991-Q4",50.7279510813698,
"CAN","HOUSECOST","REAL","IDX2015","Q","1992-Q1",50.9231340556727,
"CAN","HOUSECOST","REAL","IDX2015","Q","1992-Q2",51.6151662645738,
"CAN","HOUSECOST","REAL","IDX2015","Q","1992-Q3",52.3197822055929,
"CAN","HOUSECOST","REAL","IDX2015","Q","1992-Q4",52.5290415820125,
"CAN","HOUSECOST","REAL","IDX2015","Q","1993-Q1",52.3533307720225,
"CAN","HOUSECOST","REAL","IDX2015","Q","1993-Q2",52.2626868674601,
"CAN","HOUSECOST","REAL","IDX2015","Q","1993-Q3",51.7575167053573,
"CAN","HOUSECOST","REAL","IDX2015","Q","1993-Q4",51.3926760786975,
"CAN","HOUSECOST","REAL","IDX2015","Q","1994-Q1",53.694603464536,
"CAN","HOUSECOST","REAL","IDX2015","Q","1994-Q2",53.1784803211731,
"CAN","HOUSECOST","REAL","IDX2015","Q","1994-Q3",52.8810737313775,
"CAN","HOUSECOST","REAL","IDX2015","Q","1994-Q4",52.6400957660057,
"CAN","HOUSECOST","REAL","IDX2015","Q","1995-Q1",50.8742283697449,
"CAN","HOUSECOST","REAL","IDX2015","Q","1995-Q2",49.0330070862193,
"CAN","HOUSECOST","REAL","IDX2015","Q","1995-Q3",50.1475004565267,
"CAN","HOUSECOST","REAL","IDX2015","Q","1995-Q4",49.8088618559828,
"CAN","HOUSECOST","REAL","IDX2015","Q","1996-Q1",49.1487079825656,
"CAN","HOUSECOST","REAL","IDX2015","Q","1996-Q2",49.4171292384545,
"CAN","HOUSECOST","REAL","IDX2015","Q","1996-Q3",49.2550777921826,
"CAN","HOUSECOST","REAL","IDX2015","Q","1996-Q4",49.0662440783653,
"CAN","HOUSECOST","REAL","IDX2015","Q","1997-Q1",49.7322672234518,
"CAN","HOUSECOST","REAL","IDX2015","Q","1997-Q2",50.1058067367848,
"CAN","HOUSECOST","REAL","IDX2015","Q","1997-Q3",49.9078110296363,
"CAN","HOUSECOST","REAL","IDX2015","Q","1997-Q4",49.3156927426011,
"CAN","HOUSECOST","REAL","IDX2015","Q","1998-Q1",49.0015915286221,
"CAN","HOUSECOST","REAL","IDX2015","Q","1998-Q2",48.4500217757307,
"CAN","HOUSECOST","REAL","IDX2015","Q","1998-Q3",48.0768235970496,
"CAN","HOUSECOST","REAL","IDX2015","Q","1998-Q4",48.4053110480196,
"CAN","HOUSECOST","REAL","IDX2015","Q","1999-Q1",48.7814542046686,
"CAN","HOUSECOST","REAL","IDX2015","Q","1999-Q2",49.0198585098877,
"CAN","HOUSECOST","REAL","IDX2015","Q","1999-Q3",49.0597154038874,
"CAN","HOUSECOST","REAL","IDX2015","Q","1999-Q4",49.2874124978441,
"CAN","HOUSECOST","REAL","IDX2015","Q","2000-Q1",49.6863645074505,
"CAN","HOUSECOST","REAL","IDX2015","Q","2000-Q2",49.9798840492669,
"CAN","HOUSECOST","REAL","IDX2015","Q","2000-Q3",50.1073688603235,
"CAN","HOUSECOST","REAL","IDX2015","Q","2000-Q4",50.2755568968773,
"CAN","HOUSECOST","REAL","IDX2015","Q","2001-Q1",50.8173050329859,
"CAN","HOUSECOST","REAL","IDX2015","Q","2001-Q2",50.6622343934676,
"CAN","HOUSECOST","REAL","IDX2015","Q","2001-Q3",51.3895413605772,
"CAN","HOUSECOST","REAL","IDX2015","Q","2001-Q4",52.3482589169795,
"CAN","HOUSECOST","REAL","IDX2015","Q","2002-Q1",53.1727610569965,
